date	low	high	open	close	volume
2026-03-14	36.38000000	38.87000000	36.46000000	37.83000000	239213.44400000
2026-03-15	36.82000000	38.27000000	37.81000000	37.28000000	225630.31000000
2026-03-16	37.26000000	41.43000000	37.29000000	40.81000000	607525.30700000
2026-03-17	39.63000000	42.15000000	40.82000000	41.18000000	260383.74800000
2026-03-18	40.21000000	43.76000000	41.18000000	42.12000000	498454.38100000
2026-03-19	38.59000000	42.25000000	42.09000000	39.33000000	397496.34300000
2026-03-20	38.35000000	40.72000000	39.33000000	39.54000000	318075.12300000
2026-03-21	38.93000000	40.46000000	39.54000000	39.14000000	84194.44200000
2026-03-22	37.43000000	39.51000000	39.18000000	38.35000000	463631.63500000
2026-03-23	36.75000000	39.57000000	38.35000000	37.34000000	365287.69200000
2026-03-24	37.25000000	40.46000000	37.38000000	40.34000000	285475.22300000
2026-03-25	39.66000000	41.60000000	40.32000000	40.29000000	230454.92300000
2026-03-26	38.30000000	40.35000000	40.30000000	39.12000000	205191.77700000
2026-03-27	37.90000000	39.38000000	39.13000000	38.62000000	162552.24900000
2026-03-28	37.95000000	40.26000000	38.61000000	39.46000000	159930.88500000
2026-03-29	37.74000000	40.04000000	39.48000000	37.81000000	85741.84500000
2026-03-30	36.51000000	38.76000000	37.80000000	36.82000000	241822.32700000
2026-03-31	35.64000000	37.62000000	36.81000000	36.56000000	1185436.76600000
2026-04-01	35.87000000	37.77000000	36.54000000	36.01000000	346945.76600000
2026-04-02	34.46000000	36.29000000	36.00000000	35.22000000	276513.06600000
2026-04-03	35.10000000	36.14000000	35.21000000	35.59000000	210342.43800000
2026-04-04	35.52000000	36.55000000	35.60000000	36.37000000	74079.16100000
2026-04-05	35.14000000	37.01000000	36.38000000	36.85000000	91262.48700000
2026-04-06	36.01000000	37.77000000	36.87000000	36.32000000	193483.41900000
2026-04-07	35.74000000	39.32000000	36.30000000	38.64000000	237633.69300000
2026-04-08	37.77000000	39.81000000	38.65000000	38.79000000	240971.88300000
2026-04-09	38.18000000	40.40000000	38.78000000	39.47000000	194293.68000000
2026-04-10	39.48000000	42.29000000	39.48000000	41.61000000	611468.79100000
2026-04-11	41.49000000	43.16000000	41.61000000	42.31000000	164022.30300000
2026-04-12	40.99000000	42.83000000	42.31000000	41.33000000	47785.09200000
