date	low	high	open	close	volume
2026-04-02	76.69000000	81.77000000	81.16000000	78.95000000	1870987.89148701
2026-04-03	78.86000000	80.91000000	78.95000000	80.39000000	826458.89642220
2026-04-04	79.59000000	81.59000000	80.39000000	80.83000000	471712.43433251
2026-04-05	78.48000000	82.10000000	80.83000000	81.85000000	783923.62075583
2026-04-06	79.60000000	83.17000000	81.86000000	80.03000000	1185695.16651106
2026-04-07	78.36000000	87.00000000	80.01000000	85.56000000	2182514.64515706
2026-04-08	82.25000000	85.90000000	85.55000000	82.57000000	1164454.96911200
2026-04-09	81.41000000	85.90000000	82.57000000	83.34000000	1135517.20664524
2026-04-10	82.68000000	85.68000000	83.35000000	84.86000000	877815.75950985
2026-04-11	83.82000000	86.29000000	84.86000000	84.97000000	513391.20055892
2026-04-12	81.29000000	85.04000000	84.97000000	81.54000000	877245.15822047
2026-04-13	81.40000000	86.83000000	81.54000000	86.56000000	1471210.44986345
2026-04-14	83.34000000	87.71000000	86.55000000	83.76000000	1566992.03701810
2026-04-15	82.69000000	85.85000000	83.75000000	84.92000000	1289744.24372797
2026-04-16	83.85000000	90.53000000	84.92000000	89.09000000	1665834.81992258
2026-04-17	87.39000000	90.80000000	89.08000000	88.80000000	1743019.10928578
2026-04-18	85.82000000	89.20000000	88.80000000	86.21000000	739712.29430168
2026-04-19	82.96000000	87.15000000	86.20000000	83.48000000	1110171.83808002
2026-04-20	83.36000000	86.25000000	83.50000000	85.31000000	976038.14385376
2026-04-21	84.33000000	86.93000000	85.33000000	86.07000000	1242557.67322708
2026-04-22	86.03000000	89.36000000	86.08000000	86.91000000	1392596.73575385
2026-04-23	84.50000000	87.19000000	86.90000000	86.17000000	1393141.47527986
2026-04-24	84.97000000	86.99000000	86.17000000	86.22000000	1352019.21870647
2026-04-25	85.54000000	86.83000000	86.22000000	86.20000000	339151.48955555
2026-04-26	85.86000000	87.34000000	86.20000000	86.95000000	507844.24498484
2026-04-27	83.65000000	88.10000000	86.96000000	84.80000000	1262357.45717403
2026-04-28	82.96000000	84.92000000	84.81000000	84.05000000	719055.00404388
2026-04-29	81.35000000	85.56000000	84.05000000	83.02000000	1233285.19201456
2026-04-30	82.14000000	83.98000000	83.02000000	83.05000000	911504.32147459
2026-05-01	83.05000000	84.86000000	83.05000000	83.76000000	844901.05596626
2026-05-02	83.43000000	84.96000000	83.75000000	84.26000000	329133.15680476
2026-05-03	83.57000000	84.96000000	84.26000000	83.91000000	374872.56473566
2026-05-04	83.24000000	85.88000000	83.90000000	84.09000000	1090562.32706649
2026-05-05	84.02000000	86.98000000	84.09000000	86.27000000	947619.51289740
2026-05-06	86.09000000	90.01000000	86.26000000	89.15000000	1191499.06228193
2026-05-07	87.62000000	90.43000000	89.15000000	88.40000000	916138.88856662
2026-05-08	87.93000000	92.84000000	88.42000000	92.02000000	656916.95175997
2026-05-09	91.85000000	94.16000000	92.02000000	93.11000000	501027.49425709
2026-05-10	92.59000000	96.90000000	93.12000000	96.44000000	1111625.10824384
2026-05-11	94.25000000	98.39000000	96.44000000	97.36000000	1688417.23370194
2026-05-12	93.56000000	97.66000000	97.35000000	94.27000000	944771.20242357
2026-05-13	90.22000000	95.96000000	94.26000000	91.14000000	1023092.45581343
2026-05-14	89.77000000	93.66000000	91.14000000	92.13000000	814062.00799435
2026-05-15	88.49000000	92.65000000	92.14000000	89.19000000	1081655.46532156
2026-05-16	85.48000000	89.38000000	89.19000000	86.51000000	453805.02302837
2026-05-17	83.41000000	87.25000000	86.51000000	85.19000000	516440.27588888
2026-05-18	83.43000000	85.75000000	85.19000000	85.31000000	981068.42279743
2026-05-19	83.63000000	85.90000000	85.32000000	84.23000000	762297.05342486
2026-05-20	83.76000000	87.00000000	84.22000000	86.09000000	777451.98228383
2026-05-21	85.23000000	87.91000000	86.09000000	87.27000000	835779.58405712
2026-05-22	83.87000000	87.77000000	87.26000000	84.29000000	835533.28180375
2026-05-23	81.31000000	87.42000000	84.30000000	85.65000000	1065367.07514005
2026-05-24	83.58000000	86.86000000	85.66000000	85.17000000	652213.95928456
2026-05-25	84.63000000	86.44000000	85.17000000	84.97000000	380858.77347702
2026-05-26	83.03000000	86.03000000	84.98000000	83.59000000	672238.68033844
2026-05-27	82.00000000	84.68000000	83.61000000	82.30000000	677389.49305748
2026-05-28	79.88000000	82.95000000	82.28000000	82.00000000	1032660.53182147
2026-05-29	80.24000000	83.10000000	81.99000000	81.92000000	872980.71085984
2026-05-30	81.77000000	83.05000000	81.91000000	82.61000000	309975.18788538
2026-05-31	82.50000000	83.27000000	82.61000000	82.91000000	24106.35286802
